place_id,place_name,place_description,category,city,price,rating,description_location
99,Taman Wisata Alam Hutan Albasia,"Taman Wisata Alam Kubu Raya adalah taman wisata alam yang terletak di Kalimantan Barat, Indonesia. Taman ini memiliki hutan yang luas dan beragam spesies flora dan fauna yang menarik untuk dijelajahi. Pengunjung dapat melakukan kegiatan seperti hiking, camping, dan berburu foto alam yang indah di sini.","Budaya,Cagar Alam",Pontianak,"Rp5,000",4.1,"Jl. KH. Abdurahman Wahid, Kuala Dua, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391"
100,Taman Buru Gunung Masigit Kareumbi,"Taman Wisata Alam Gunung Masigit adalah tempat wisata alam yang terletak di Purwakarta, Jawa Barat, Indonesia. Taman ini terkenal dengan keindahan panorama pegunungan dan hutan serta berbagai aktivitas seperti camping, hiking, dan off-road.",Cagar Alam,Purwakarta,"Rp5,000",4.3,"2WW7+PP2, Desa Leuwiliang, Tanjungwangi, Cicalengka, Tanjungwangi, Kec. Cicalengka, Kabupaten Bandung, Jawa Barat 40395"
101,Taman Nasional Kutai,"Taman Nasional Kutai adalah sebuah taman nasional yang terletak di Kalimantan Timur, Indonesia. Taman ini memiliki luas sekitar 200.000 hektar dan menjadi habitat bagi berbagai macam spesies flora dan fauna, seperti orangutan, bekantan, dan harimau. Pengunjung dapat menikmati keindahan alam dengan berjalan-jalan atau mengikuti program tur yang disediakan oleh pihak taman nasional.","Cagar Alam,Taman Nasional",Samarinda,"Rp15,000",4.7,"C4R6+FC7, Sangatta Sel., Kec. Sangatta Sel., Kabupaten Kutai Timur, Kalimantan Timur 75553"
102,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Cagar Alam,Semarang,"Rp5,000",4.1,"JCRC+QC8, Gejayan, Nogosaren, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774"
103,Air Terjun Semirang,"Terletak di lereng Gunung Ungaran bagian utara, terdapat sebuah air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan dan kesejukan udara pegunungan. Nama lokasi tersebut adalah Air Terjun Semirang atau disebut juga Curug Semirang. Dan masyarakat Semarang menyebutnya dengan Curug Semarang. Karena keindahannya lokasi wisata ini sering dikunjungi oleh para wisatawan pada saat hari-hari biasa, apalagi saat liburan tiba. Air terjun Semirang atau Curug Semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani. Adapun air terjun ini memiliki ketinggian sekitar 45 meter. Jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter. Dan selama perjalanan, para pengunjung akan disuguhkan pemandangan alam yang masih asri dengan kesegaran udara yang sangat sejuk.",Cagar Alam,Semarang,"Rp9,000",4.4,"Loket wisata, Gogik, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50551"
104,Brown Canyon,"Di Indonesia, Brown Canyon adalah sebuah bekas penambangan tanah di Meteseh, Tembalang, Semarang. Lokasi ini menjadi salah satu lokasi (bukan tempat wisata) yang populer di Semarang dan dianggap mirip dengan Grand Canyon di Amerika Serikat. Kemiripan ini terletak pada bukit-bukit yang berubah menjadi tebing-tebing curam.",Cagar Alam,Semarang,Gratis,4.2,"Rowosari, Kec. Tembalang, Kota Semarang, Jawa Tengah"
105,Candi Gedong Songo,"Candi Gedong Songo adalah kompleks candi yang terletak di Kabupaten Semarang, Jawa Tengah, Indonesia. Terdiri dari sembilan candi Hindu yang tersebar di atas bukit-bukit yang hijau, tempat ini menawarkan pemandangan alam yang indah dan keindahan arsitektur candi kuno. Pengunjung dapat menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan. Di setiap candi, terdapat relief-relief yang menampilkan kisah-kisah Hindu dan panorama alam yang memukau. Candi Gedong Songo adalah tempat yang ideal untuk wisatawan yang mencari pengalaman budaya, sejarah, dan keindahan alam yang menakjubkan.",Budaya,Semarang,"Rp10,000",4.5,"Jalan Ke Candi Gedong Songo, Candi, Krajan, Banyukuning, Bandungan, Kabupaten Semarang, Jawa Tengah 50614"
106,Danau Rawa Pening,"Rawa Pening (pening adalah salah satu varian bahasa Jawa dari kata ""wening"" yang artinya hening, tenang, damai) (bahasa Jawa: ê¦«ê¦®â€‹ê¦¥ê¦¼ê¦¤ê¦¶ê¦, translit. Rawa Pening) adalah danau alam di Kabupaten Semarang, Jawa Tengah. Dengan luas 2.670 hektare ia menempati wilayah Kecamatan Ambarawa, Bawen, Tuntang, dan Banyubiru.Rawa Pening terletak di cekungan terendah lereng Gunung Merbabu, Gunung Telomoyo, dan Gunung Ungaran. Danau ini dangkal dan menjadi hulu bagi Sungai Tuntang.",Cagar Alam,Semarang,"Rp15,000",4.5,"Waduk Rawapening, Kabupaten Semarang, Jawa Tengah"
107,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.","Desa Wisata,Taman Hiburan",Semarang,Rp0,3.9,"Jl. Raya Kalipancur Manyaran, Kalipancur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50183"
108,Durian Gardens and Tourism Education Watu Simbar,"Perlu diketahui, watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian. Walaupun terkesan biasa saja, hal tersebut lah yang sebenarnya menjadi keunikan tempat ini. Apabila seseorang datang kemari, orang tersebut akan bisa mempelajari banyak hal tentang pohon durian. Selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut, tentu lah para pengunjung pun bisa membeli durian yang berada disana.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.1,"Jl. Mr. Koesbiono Tjondro Wibowo, Pakintelan, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50227"
109,Goa Rong,"Semarang memiliki wisata di ketinggian bernama Goa Rong. Keberadaan kawasan wisata ini menunjukkan bahwa Semarang tak hanya identik dengan Lawang Sewu atau Kota Lama saja. Meskipun bernama Goa Rong, tempat yang menonjol di sini bukanlah gua nya. Melainkan daerah ketinggian dengan pemandangan yang menakjubkan. Sementara di objek wisata ini, bagian gua-nya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia. Namun sebaliknya, pemandangan yang tersaji dari atas bukitnya begitu menakjubkan. Wisatawan dapat menghabiskan waktu dengan berfoto, menikmati pemandangan, atau kuliner di cafe. Bahkan, tersedia juga fasilitas outbond.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.4,"Jalan Lerak Lopait, Lopait, Delik, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773"
110,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,"Rp3,000",4.3,"Jl. Tinjomoyo Barat, Sukorejo, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50221"
111,Kampoeng Kopi Banaran,"Kampoeng Kopi Banaran, sebuah agro wisata perkebunan kopi di Kabupaten Semarang. Tempat wisata ini memiliki luas 462 hektar yang sebagian dijadikan resort dan tempat wisata. Lokasinya berada di Areal Perkebunan Kopi Kebun Getas Afdeling Assinan tepatnya Jl. Raya Semarang â€“ Solo Km. 35. Lokasi Kampoeng Kopi Banaran yang berada di ketinggian 480 â€“ 600m dpl membuat suhu udara disana sejuk antara 23ÂºC â€“ 27ÂºC. Jadi cocok banget buat pelesir mencari udara dingin dan segar dengan pemandangan indah. Menghilangkan penat kesibukan Kota besar, di tengah perkebunan yang asri.","Budaya,Taman Hiburan",Semarang,"Rp200,000",4.4,"Jl. Raya Bawen - Solo KM 1,5 Bawen, Gentong, Asinan, Kec. Bawen, Kabupaten Semarang, Jawa Tengah 50661"
112,Kampoeng Rawa,"Kampoeng Rawa (disebut juga Kampung Rawa) adalah objek wisata di Ambarawa, Jawa Tengah, yang terletak di sabuk hijau di sekitar Danau Rawa Pening. Dibuka pada Agustus 2012, tempat ini dimiliki dan dioperasikan oleh dua belas kelompok petani dan nelayan yang didanai oleh Artha Prima Credit Union. Kompleks tersebut dimaksudkan untuk mempengaruhi kesejahteraan petani dan melayani lokal disamping mempromosikan ekologi danau di wilayah tersebut. Fasilitasnya meliputi restoran mengapung, pendopo, pusat kerajinan, tempat memancing, dan dok. Pada hari libur, tempat ini dikunjungi oleh ratusan pengunjung. Kompleks ini disengketakan perizinannya karena dibangun di sabuk hijau dan kemungkinan dampak ekologinya.",Cagar Alam,Semarang,"Rp3,000",4.3,"Jl. Jend. M Sarbini No.KM.3, Tambakrejo, Tambakboyo, Kec. Ambarawa, Kabupaten Semarang, Jawa Tengah 50612"
113,Obyek Wisata Goa Kreo,"Goa Kreo Semarang yang berada di ibukota Jawa Tengah ini begitu hit di kalangan netizen. Tak heran jika cuaca cerah, antrian menuju ke sana begitu mengular. Meski tak ada angkutan umum menuju ke sana, tak menghalangi rasa penasaran wisatawan. Gua ini terbentuk secara alami yang membedakan gua ini dengan gua lainnya adalah letaknya. lokasinya terletak di tengah waduk jatibarang, sebuah bendungan yang membendung Sungai Kreo.","Budaya,Cagar Alam",Semarang,"Rp5,500",4.3,"Jl. Raya Goa Kreo, Kandri, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50222"
114,Waduk Jatibarang Mijen,"Waduk Jatibarang Mijen adalah waduk yang terletak di Mijen, Semarang, Jawa Tengah, Indonesia. Waduk ini menawarkan pemandangan indah dan suasana yang tenang. Air jernih waduk yang dikelilingi oleh perbukitan hijau menciptakan panorama yang memukau. Pengunjung dapat menikmati kegiatan seperti perahu dayung, memancing, atau hanya bersantai di tepi waduk sambil menikmati keindahan alam sekitarnya. Waduk Jatibarang Mijen menjadi tempat yang populer bagi wisatawan yang ingin melepaskan penat dan menikmati keindahan alam yang damai.",Cagar Alam,Semarang,"Rp2,500",4.1,"X972+G6P, Jl. Jamalsari Tim. 1, Kedungpane, Kec. Mijen, Kota Semarang, Jawa Tengah 50211"
115,Watu Gunung Ungaran,"Watu Gunung Ungaran adalah sebuah situs spiritual yang terletak di Gunung Ungaran, Semarang, Jawa Tengah, Indonesia. Situs ini terkenal dengan batu raksasa yang disebut ""Watu Gunung"" yang memiliki nilai sakral dan dianggap suci oleh masyarakat setempat. Pengunjung dapat naik ke atas batu tersebut untuk menikmati pemandangan alam yang indah dari ketinggian. Watu Gunung Ungaran juga menjadi tempat tujuan bagi para peziarah yang ingin berdoa dan melakukan ritual keagamaan. Tempat ini menawarkan kedamaian dan keharmonisan yang membuatnya menjadi tempat yang menarik untuk mengunjungi bagi mereka yang mencari pengalaman spiritual.",Cagar Alam,Semarang,"Rp25,000",4.3,"Lerep Satu, Lerep, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50519"
116,Wisata Alam Wana Wisata Penggaron,"Wisata Alam Wana Wisata Penggaron adalah destinasi wisata alam yang terletak di Semarang, Jawa Tengah, Indonesia. Tempat ini menawarkan keindahan alam yang alami dengan suasana yang sejuk dan segar. Pengunjung dapat menikmati pepohonan yang rindang, air terjun yang indah, dan trekking di hutan yang menantang. Terdapat juga fasilitas permainan air, kolam renang, dan tempat berkemah untuk pengunjung yang ingin menghabiskan waktu lebih lama di sini. Wana Wisata Penggaron adalah destinasi yang sempurna untuk melarikan diri dari hiruk-pikuk kota dan menikmati keindahan alam yang menenangkan.",Cagar Alam,Semarang,"Rp10,000",4.1,"VCMC+MPM, Siroto, Susukan, Kec. Ungaran Tim., Kabupaten Semarang, Jawa Tengah 50516"
117,Wisata Lereng Kelir,Wisata yang ada di kawasan gunung Kelir ini memang mulai populer sejak awal tahun 2021 dan para wisatawan kerap berbondong-bondong menuju kesana untuk meredam rasa penasaran tentang destinasi baru tersebut. Gunung Kelir memiliki ketinggian lebih dari 2000 mdpl dan wisata Lereng kelir berada diatas ketinggian mencapai 1384 mdpl dan 700mdpl Dari ketinggian tersebut membuat hampir seluruh kawasan kota Ambarawa bisa terlihat dan sebagian kecil wilayah Semarang selatan. Wisata gardu pandang Lereng Kelir memang bisa dikatakan lebih tinggi dari tempat wisata gardu pandang lainnya yang ada di Jawa Tengah.,Cagar Alam,Semarang,"Rp7,000",4.4,"M9PF+WVM, Jl. Ke Dusun Gertas, Gertas, Brongkol, Kec. Jambu, Kabupaten Semarang, Jawa Tengah 50663"
118,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.3,"28JW+H9H, Tugurejo, Kec. Tugu, Kota Semarang, Jawa Tengah 50152"
119,Taman Nasional Baluran,"Taman nasional ini terkenal dengan keindahan alamnya yang kaya akan flora dan fauna. Kawasan ini mencakup berbagai ekosistem, seperti hutan bakau, savana, hutan hujan tropis, dan pantai. Taman Nasional Baluran menawarkan pemandangan yang spektakuler, dengan hewan liar seperti banteng, kijang, babi hutan, dan berbagai spesies burung yang dapat ditemui di sana.","Cagar Alam,Taman Nasional",Situbondo,"Rp150,000",4.6,"Area Hutan/Kebun, Sumberwaru, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur"
120,Desa Wisata Kinahrejo,"Desa Wisata Kinahrejo terletak di Kabupaten Sleman, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari kaki Gunung Merapi yang mempesona. Di Desa Wisata Kinahrejo, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan.",Desa Wisata,Sleman,"Rp5,000",4.3,"Desa Kinahrejo, Kecamatan Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia"
121,Taman Nasional Kerinci Seblat,"Taman Nasional Kerinci Seblat terletak di Sumatra, Indonesia. Taman nasional ini terkenal dengan keanekaragaman hayatinya, termasuk flora dan fauna yang endemik di kawasan Sumatra, seperti harimau, gajah, dan orangutan. Di Taman Nasional Kerinci Seblat, pengunjung dapat melakukan berbagai aktivitas seperti hiking, melihat air terjun, atau hanya sekadar bersantai di alam yang asri.","Taman Nasional,Cagar Alam",Solok Selatan,"Rp10,000",4.6,"Jalan Kayu Aro, Kabupaten Kerinci, Jambi 36100, Indonesia."
122,Taman Wisata Tirta Alam,"Taman Wisata Alam Tirta Alam adalah sebuah tempat wisata alam yang terletak di Subang, Jawa Barat, Indonesia. Taman ini memiliki area sekitar 250 hektar yang terdiri dari beragam jenis flora dan fauna, serta memiliki panorama alam yang menakjubkan. Di sini, pengunjung dapat menikmati berbagai kegiatan seperti berjalan-jalan di alam terbuka, camping, atau berkunjung ke air terjun yang indah.","Budaya,Cagar Alam",Subang,"Rp20,000",4.2,"Jl. Sagala Herang, RT. 11/14, Sagalaherang Kaler, Sagalaherang, Kec. Sagalaherang, Kabupaten Subang, Jawa Barat 41282"
123,Taman Wisata Alam Curug Cipendok,"Taman Wisata Alam Curug Cipendok adalah tempat wisata yang terletak di Sukabumi, Jawa Barat, Indonesia. Taman ini terkenal dengan air terjunnya yang indah dan berbagai kegiatan seperti berenang, memancing, dan hiking di sekitarnya. Di sini juga terdapat area camping yang cocok untuk melepas penat dan menikmati alam.","Budaya,Cagar Alam",Sukabumi,"Rp9,000",4.4,"M47P+5J7, Dusun II Lebaksiu, Karanganyar, Karangtengah, Kec. Cilongok, Kabupaten Banyumas, Jawa Tengah 53162"
124,Taman Wisata Alam Situgunung,"Taman Wisata Alam Situgunung adalah tempat wisata alam yang terletak di Sukabumi, Jawa Barat, Indonesia. Taman ini memiliki keindahan alam yang memukau, termasuk air terjun dan danau yang indah. Pengunjung dapat melakukan aktivitas seperti hiking, camping, dan memancing. Taman Wisata Alam Situgunung juga terkenal dengan keberadaan flora dan fauna yang beragam, seperti bunga anggrek dan burung elang.","Budaya,Cagar Alam",Sukabumi,"Rp50,000",4,"Unnamed Road, Tenggerraharja, Kec. Sukamantri, Kabupaten Ciamis, Jawa Barat 46264"
125,Danau Toba,"Danau Toba terletak di Sumatra Utara, Indonesia, dan merupakan danau terbesar di Indonesia. Danau Toba dikenal sebagai tempat wisata yang populer, terutama bagi para pecinta alam dan budaya. Di sekitar danau, terdapat berbagai atraksi wisata seperti air terjun, pantai, pasar tradisional, dan pulau-pulau kecil yang menarik. ","Budaya,Cagar Alam,Desa Wisata",Sumatra Utara,"Rp20,000",4.5,"Pulau Samosir, Kabupaten Samosir, Sumatera Utara, Indonesia"
126,Ekowisata Mangrove Wonorejo,Hutan Wisata Mangrove Surabaya merupakan wisata yang menggabungkan wisata rekreasi dan edukasi. Di area dengan luas kurang lebih 200 hektar ini ditanami berbagai tanaman bakau. Lokasi wisata ini dikelola dengan baik oleh pemerintah Kota Surabaya. Sehingga wisata ini diminati pengunjung karena tertata rapi dan bersih. Aktivitas wisata yang bisa dilakukan antara lain berkeliling hutan mangrove baik menggunakan perahu atau berjalan kaki . Serta wisata edukasi mengenai ekosistem sekitar.,"Cagar Alam,Taman Hiburan",Surabaya,Gratis,4.3,"Jl. Wonorejo Timur No.1, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60296"
127,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,Gratis,4.4,"Kebun Bibit, Jl. Raya Wonorejo, Wonorejo, Rungkut, Surabaya, East Java 60296"
128,Taman Flora Bratang Surabaya,Taman Flora adalah salah satu taman kota di Surabaya yang merupakan fasilitas publik dari Pemkot setempat. Sehingga tempat ini memang sengaja dibuat untuk dinikmati oleh khalayak umum. Karena taman ini merupakan fasilitas publik yang didirikan oleh Pemkot Surabaya maka bagi siapa saja jika ingin memanfaatkan taman kota ini tidak perlu membayar tiket masuk alias gratis.,Taman Hiburan,Surabaya,Gratis,4.7,"PQ46+7P6, Jl. Bratang Binangun, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284"
129,Taman Wisata Alam Telaga Menjer,"Taman Wisata Alam Telaga Menjer terletak di Wonosobo, Jawa Tengah. Tempat wisata ini terkenal dengan keindahan danau Menjer yang dikelilingi oleh tebing-tebing curam dan hijau yang membuat pemandangan menjadi sangat indah. ","Budaya,Cagar Alam",Wonosobo,"Rp5,000",4.6,"Jl. Raya Dieng Km.14,7, Kejajar, Wonosobo, Jawa Tengah, Indonesia"
130,Air Terjun Kedung Pedut,"Air Terjun Kedung Pedut atau biasa disebut Curug Kedung Pedut berasal dari istilah bahasa Jawa. Curug yang berarti air terjun, kedung berarti kubangan atau kolam, dan pedut berarti kabut. Air Terjun Kedung Pedut merupakan salah satu wisata alam yang di Kulonprogo yang dikenal karena keindahan warna airnya.",Cagar Alam,Yogyakarta,"Rp20,000",4.5,"Jl. Kutogiri Gunung Kelir, Kembang, Jatimulyo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674"
131,Air Terjun Sri Gethuk,"Air Terjun Sri Gethuk terletak di Desa Bleberan, Gunungkidul, Yogyakarta, Indonesia. Air terjun ini menawarkan keindahan alam yang memukau dengan air yang mengalir melalui tebing batu karang dan membentuk air terjun yang spektakuler. Pengunjung dapat menikmati panorama yang indah sambil merasakan semilir angin dan percikan air yang segar. Terdapat juga perahu bambu tradisional yang dapat digunakan untuk menjelajahi sungai yang mengalir di sekitar air terjun. Air Terjun Sri Gethuk adalah tempat yang populer untuk menikmati keindahan alam dan sensasi petualangan di tengah aliran air yang menyejukkan.",Cagar Alam,Yogyakarta,"Rp15,000",4.4,"Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta."
132,Blue Lagoon Jogja,"Blue Lagoon adalah salah satu wisata air Jogja yang sudah sangat terkenal dan banyak dikunjungi oleh wisatawan dari berbagai daerah penjuru. Banyak yang menganggap bahwa Blue Lagoon sebagai surga wisata Jogja tersembunyi. Meskipun keindahan yang ditawarkan oleh tempat ini sangat mahal, namun untuk bisa menikmatinya kamu tidak perlu merogoh kocek dalam2. Karena budget untuk masuk ke area wisata ini tidak semahal yang ada di Islandia.","Bahari,Taman Hiburan",Yogyakarta,"Rp10,000",4.3,"Area Sawah, Widodomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584"
133,Bukit Lintang Sewu,"Bukit Lintang Sewu ini berasal ketika pada saat malam hari di bukit ini terlihat ribuan bintang â€“ bintang yang membentang luas di angkasa. Dalam bahasa Jawa Bukit Seribu Bintang adalah Bukit Lintang Sewu (lintang: bintang, sewu: seribu). Pemandangan alam yang tidak kalah mempesona membuat Bukit Langit Sewu ini menjadi tempat favorit bagi pecinta alam. Pada saat menuju bukit, pengunjung akan disuguhkan dengan pepohonan pinus, tetapi saat sampai pengunjung akan disuguhkan panorama hutan Kayu Putih yang menjadi keunikan tempat wisata ini. Diatas pohon Kayu Putih ini juga terdapat Burung Alap-alap yang melintas diatas pohonnya. Selain itu pengunjung juga akan dimanjakan dengan deretan pegunungan seperti Gunung merbabu, Gunung Sumbing, Menoreh, dan Gunung Merapi.","Cagar Alam,Taman Hiburan",Yogyakarta,"Rp2,000",4.5,"Karang Asem, Muntuk, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
134,Bukit Panguk Kediwung,"Bukit Panguk Kediwung adalah destinasi wisata yang terletak di Kabupaten Karanganyar, Jawa Tengah, Indonesia. Bukit ini menawarkan pemandangan alam yang spektakuler dengan panorama pegunungan dan lembah yang indah. Pengunjung dapat mencapai puncak bukit melalui tangga batu yang terjal. Di puncaknya, terdapat sebuah bale-bale tradisional Jawa yang menjadi tempat istirahat yang nyaman. Dari sini, pengunjung dapat menikmati pemandangan matahari terbit atau terbenam yang memukau. Bukit Panguk Kediwung adalah tempat yang populer untuk wisatawan yang mencari ketenangan dan keindahan alam dalam suasana yang sejuk dan damai.","Budaya,Cagar Alam",Yogyakarta,"Rp250,000",4.5,"Kediwung, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783"
135,Bukit Wisata Pulepayung,"Bukit Wisata Pulepayung adalah destinasi wisata yang terletak di Sleman, Yogyakarta, Indonesia. Bukit ini menawarkan pemandangan alam yang menakjubkan dengan hamparan sawah hijau dan panorama pegunungan yang memukau. Pengunjung dapat menikmati keindahan alam dari atas bukit dan menikmati udara segar yang menyejukkan. Terdapat juga spot-spot foto yang menarik seperti ayunan gantung dan jembatan bambu. Bukit Wisata Pulepayung cocok untuk wisatawan yang mencari tempat yang tenang dan damai untuk bersantai sambil menikmati panorama alam yang memikat.",Cagar Alam,Yogyakarta,"Rp10,000",4.5,"Soropati RT.007/RW.003, Clapar 2, Hargotirto, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653"
136,Bunker Kaliadem Merapi,"Bunker Kaliadem merupakan objek wisata yang terletak di lereng selatan Gunung Merapi. Destinasi wisata ini banyak menyimpan jejak erupsi gunung tersebut, terutama tahun 2006 dan 2010. Lokasi fenomenal tersebut berada di ketinggian lebih dari 2.000 meter di atas permukaan laut. Berada di Kabupaten Sleman, wisatawan diajak menyaksikan kegagahan Merapi dari jarak lima kilometer. Kawasan ini memadukan sejarah, keindahaan serta keunikan alam gunung merapi dengan fenomena vulkaniknya.",Cagar Alam,Yogyakarta,"Rp3,000",4.5,"Kinarejo, Hargobinangun, Kec. Pakem, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582"
137,Desa Wisata Kalibiru,"Desa Wisata Kalibiru adalah destinasi wisata alam yang terkenal dengan keindahan pemandangan alamnya. Desa ini menawarkan pengalaman yang menenangkan dan dekat dengan alam, serta berbagai aktivitas outdoor yang menarik.","Budaya,Cagar Alam",Yogyakarta,"Rp10,000",4.4,"Jalan Waduk Sermo, Kalibiru, Hargowilis, Kec. Kokap, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55653"
138,Desa Wisata Kelor,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah.","Desa Wisata,Taman Hiburan",Yogyakarta,Gratis,4.4,"Kelor, Bangun Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551"
139,Desa Wisata Pulesari ,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti.","Desa Wisata,Taman Hiburan",Yogyakarta,Gratis,4.4,"Pulesari, Wono Kerto, Kec. Turi, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55551"
