place_id,place_name,place_description,category,city,price,rating,description_location,place_img,gallery_photo_img1,gallery_photo_img2,gallery_photo_img3,,,
90,Pulau Kanawa,"Pulau Kanawa terletak di perairan Laut Flores, Nusa Tenggara Timur, Indonesia. Pulau ini terkenal dengan pantai berpasir putih, air laut yang jernih, dan keindahan bawah lautnya yang mempesona. Di Pulau Kanawa, pengunjung dapat melakukan berbagai aktivitas seperti snorkeling, diving, atau hanya sekadar bersantai di pantai.","Bahari,Cagar Alam",Manggarai,"Rp150,000",4.6,"Desa Kanawa, Kecamatan Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur 86554, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/90.%20Pulau%20Kanawa/main/pulau-kanawa-labuan-bajo.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/90.%20Pulau%20Kanawa/gallery-photo/Blog-Pulau-Kanawa-NTB-16.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/90.%20Pulau%20Kanawa/gallery-photo/2-1.jpg,,,,https://www.google.com/maps/search/Pulau+Kanawa
91,Taman Nasional Komodo,"Taman Nasional Komodo terletak di Kepulauan Nusa Tenggara, Indonesia. Taman nasional ini terkenal dengan keanekaragaman hayatinya, termasuk satwa komodo yang menjadi primadona tempat ini. Di Taman Nasional Komodo, pengunjung dapat menikmati keindahan alam dan keanekaragaman hayati yang luar biasa.","Bahari,Taman Hiburan,Taman Nasional",Manggarai,"Rp300,000",4.7,"Jl. Soekarno-Hatta No.97, Labuan Bajo, Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Timur 86554, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/91.%20Taman%20Nasional%20Komodo/main/wisata-taman-nasional-komodo-ini-3-pulau-yang-bisa-dijelajahi-pn9sAU7erN.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/91.%20Taman%20Nasional%20Komodo/gallery_photo/_119699366_komodosatu.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/91.%20Taman%20Nasional%20Komodo/gallery_photo/5fa4e37d84b13.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/91.%20Taman%20Nasional%20Komodo/gallery_photo/043228500_1656552613-pexels-jeffry-surianto-8856172.jpg,,,https://www.google.com/maps/search/Taman+Nasional+Komodo
92,Pantai Klayar,"Pantai ini terkenal dengan keindahan alamnya, dengan pasir putih yang lembut, tebing karang yang menjulang tinggi, dan ombak yang kuat. Pemandangan pantai yang eksotis dan suasana yang tenang menjadikan Pantai Klayar sebagai tujuan wisata yang populer.","Bahari,Cagar Alam",Pacitan,"Rp10,000",4.5,"Kendal, Sendang, Donorojo, Pacitan, Jawa Timur, Indonesia, 63554",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/92.%20Pantai%20Klayar/main/Keindahan-lanskap-pantai-klayar-dari-ketinggian.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/92.%20Pantai%20Klayar/gallery_photo/pantai-klayar-pacitan-1200.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/92.%20Pantai%20Klayar/gallery_photo/pantai-klayar-pacitan-4.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/92.%20Pantai%20Klayar/gallery_photo/pantai-klayar.jpg,,,https://www.google.com/maps/search/Pantai+Klayar
93,Taman Hutan Raya Bung Hatta,"Taman Hutan Raya Bung Hatta terletak di Kota Padang, Sumatra Barat, Indonesia. Taman hutan raya ini terkenal dengan keindahan alamnya yang asri, terutama hutan dan sungai yang mempesona. Di Taman Hutan Raya Bung Hatta, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang menakjubkan. ","Cagar Alam,Taman Hiburan",Padang,"Rp5,000",4,"Indarung, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25168",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/93.%20Taman%20Hutan%20Raya%20Bung%20Hatta/main/image_default_621cc412704e8.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/93.%20Taman%20Hutan%20Raya%20Bung%20Hatta/gallery_photo/bunga1-768x512.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/93.%20Taman%20Hutan%20Raya%20Bung%20Hatta/gallery_photo/taman-hutan-raya-atau-tahura-bung-hatta-foto-info-publik-vfc-bngz.jpg,,,,https://www.google.com/maps/search/Taman+Hutan+Raya+Bung+Hatta
94,Taman Wisata Alam Punti Kayu,"Taman Wisata Alam Punti Kayu terletak di Kota Palembang, Sumatera Selatan. Tempat wisata ini memiliki berbagai macam fasilitas rekreasi seperti taman bermain, kolam renang, danau, dan lapangan olahraga.","Budaya,Cagar Alam",Palembang,"Rp10,000",4.3,"Jalan Kol. Burlian Km. 6,5, Karya Baru, Alang Alang Lebar, Karya Baru, Kec. Alang-Alang Lebar, Kota Palembang, Sumatera Selatan 30961",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/94.%20Taman%20Wisata%20Alam%20Punti%20Kayu/main/rencana-pengembangan-fasilitas-semi-wild-pengelolaan-satwa-di_210528145049-208.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/94.%20Taman%20Wisata%20Alam%20Punti%20Kayu/gallery_photo/TWA-Punti-Kayu-Sumatera-Selatan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/94.%20Taman%20Wisata%20Alam%20Punti%20Kayu/gallery_photo/Taman-Wisata-Alam-Punti-Kayu.jpg,,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Punti+Kayu
95,Taman Nasional Teluk Cendrawasih,Taman Nasional Teluk Cenderawasih adalah kawasan konservasi laut di Papua yang memiliki terumbu karang terluas di dunia. Terumbu karang ini menjadi rumah bagi berbagai jenis ikan dan satwa laut seperti hiu paus dan penyu hijau. Taman Nasional Teluk Cenderawasih juga menyuguhkan pemandangan alam yang indah serta kegiatan snorkeling dan diving yang menarik.,Taman Nasional,Papua Barat,"Rp20,000",4.3,"FF2H+P92, Sobei Indah, Duairi, Kabupaten Teluk Wondama, Papua Bar. 98362",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/95.%20Taman%20Nasional%20Teluk%20Cendrawasih/main/taman-nasional-teluk-cenderawasih.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/95.%20Taman%20Nasional%20Teluk%20Cendrawasih/gallery_photo/Taman-Nasional-Teluk-Cenderawasih-Keindahan-Menakjubkan.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/95.%20Taman%20Nasional%20Teluk%20Cendrawasih/gallery_photo/taman-nasional-teluk-cendrawasih.jpg,,,,https://www.google.com/maps/search/Taman+Nasional+Teluk+Cendrawasih
96,Taman Hutan Raya Sultan Syarif Hasyim,"Taman Hutan Raya Sultan Syarif Hasyim adalah taman hutan yang terletak di kota Pekanbaru, Riau, Indonesia. Taman ini memiliki luas sekitar 1.300 hektar dan merupakan salah satu area konservasi hutan tropis yang penting di Indonesia. Di sini terdapat berbagai macam flora dan fauna langka yang dilindungi serta jalur hiking dan fasilitas pendukung lainnya.","Cagar Alam,Taman Nasional",Pekanbaru,Gratis,4.2,"MCCH+XVV, Jl. Yos Sudarso, Minas Jaya, Kec. Minas, Kabupaten Siak, Riau 28267",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/96.%20Taman%20Hutan%20Raya%20Sultan%20Syarif%20Hasyim/main/taman-hutan-raya-sultan-syarif-hasyim-1.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/96.%20Taman%20Hutan%20Raya%20Sultan%20Syarif%20Hasyim/gallery_photo/img-20170922-wa0053-largejpg.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/96.%20Taman%20Hutan%20Raya%20Sultan%20Syarif%20Hasyim/gallery_photo/taman-hutan-raya-sultan-syarif-hasyim-minas-siak.jpg,,,,https://www.google.com/maps/search/Taman+Hutan+Raya+Sultan+Syarif+Hasyim
97,Taman Nasional Tesso Nilo,"Taman Nasional Tesso Nilo terletak di Riau dan memiliki luas sekitar 83.068 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna seperti harimau sumatera, gajah, dan orangutan.","Cagar Alam,Taman Nasional",Pelalawan,"Rp15,000",4,"Jalan Tesso Nilo, Kabupaten Pelalawan, Riau 28371, Indonesia.",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/97.%20Taman%20Nasional%20Tesso%20Nilo/main/jelajah-ratusan-jenis-flora-fauna-di-taman-nasional-tesso-nilo-riau-CbAhO1fa7C.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/97.%20Taman%20Nasional%20Tesso%20Nilo/gallery_photo/863679_720.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/97.%20Taman%20Nasional%20Tesso%20Nilo/gallery_photo/Tesso_Nilo_2009.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/97.%20Taman%20Nasional%20Tesso%20Nilo/gallery_photo/taman-nasional-tesso-nilo.jpg,,,https://www.google.com/maps/search/Taman+Nasional+Tesso+Nilo
98,Taman Hutan Raya Wan Abdul Rachman,"Taman Hutan Raya Wan Abdul Rachman berlokasi di Lampung dan memiliki luas sekitar 15.000 hektar. Tempat wisata ini memiliki berbagai macam atraksi seperti air terjun, danau, serta beberapa jenis tumbuhan yang langka. ","Cagar Alam,Taman Nasional",Pesawaran,"Rp5,000",4.4,"Hutan, Kabupaten Pesawaran, Lampung 35366",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/98.%20Taman%20Hutan%20Raya%20Wan%20Abdul%20Rachman/main/bxdi5xgaecczqkrpprnd.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/98.%20Taman%20Hutan%20Raya%20Wan%20Abdul%20Rachman/gallery_photo/617fd7306b024.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/98.%20Taman%20Hutan%20Raya%20Wan%20Abdul%20Rachman/gallery_photo/gerbang-dalam.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/98.%20Taman%20Hutan%20Raya%20Wan%20Abdul%20Rachman/gallery_photo/https___kompas.id_wp-content_uploads_2021_10_a8080134-3150-4cd0-8d0a-c7df80dd5a48_jpg.jpg,,,https://www.google.com/maps/search/Taman+Hutan+Raya+Wan+Abdul+Rachman
99,Taman Wisata Alam Hutan Albasia,"Taman Wisata Alam Kubu Raya adalah taman wisata alam yang terletak di Kalimantan Barat, Indonesia. Taman ini memiliki hutan yang luas dan beragam spesies flora dan fauna yang menarik untuk dijelajahi. Pengunjung dapat melakukan kegiatan seperti hiking, camping, dan berburu foto alam yang indah di sini.","Budaya,Cagar Alam",Pontianak,"Rp5,000",4.1,"Jl. KH. Abdurahman Wahid, Kuala Dua, Kec. Sungai Raya, Kabupaten Kubu Raya, Kalimantan Barat 78391",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/99.%20Taman%20Wisata%20Alam%20Hutan%20Albasia/main/IMG_20210213_174109-scaled.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/99.%20Taman%20Wisata%20Alam%20Hutan%20Albasia/gallery_photo/WhatsApp-Image-2021-02-21-at-08.21.36-1.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/99.%20Taman%20Wisata%20Alam%20Hutan%20Albasia/gallery_photo/WhatsApp-Image-2022-09-17-at-22.15.40.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/99.%20Taman%20Wisata%20Alam%20Hutan%20Albasia/gallery_photo/hjys0osdrzx2wmt6wlwr.jpg,,,https://www.google.com/maps/search/Taman+Wisata+Alam+Hutan+Albasia
100,Taman Buru Gunung Masigit Kareumbi,"Taman Wisata Alam Gunung Masigit adalah tempat wisata alam yang terletak di Purwakarta, Jawa Barat, Indonesia. Taman ini terkenal dengan keindahan panorama pegunungan dan hutan serta berbagai aktivitas seperti camping, hiking, dan off-road.",Cagar Alam,Purwakarta,"Rp5,000",4.3,"2WW7+PP2, Desa Leuwiliang, Tanjungwangi, Cicalengka, Tanjungwangi, Kec. Cicalengka, Kabupaten Bandung, Jawa Barat 40395",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/main/Surga-Itu-Bernama-Taman-Buru-Gunung-Masigit-Kareumbi.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/gallery_photo/025135800_1426242867-tamanburu.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/gallery_photo/Taman-Buru-Masigit-Kareumbi.jpg,,,,https://www.google.com/maps/search/Taman+Buru+Gunung+Masigit+Kareumbi
101,Taman Nasional Kutai,"Taman Nasional Kutai adalah sebuah taman nasional yang terletak di Kalimantan Timur, Indonesia. Taman ini memiliki luas sekitar 200.000 hektar dan menjadi habitat bagi berbagai macam spesies flora dan fauna, seperti orangutan, bekantan, dan harimau. Pengunjung dapat menikmati keindahan alam dengan berjalan-jalan atau mengikuti program tur yang disediakan oleh pihak taman nasional.","Cagar Alam,Taman Nasional",Samarinda,"Rp15,000",4.7,"C4R6+FC7, Sangatta Sel., Kec. Sangatta Sel., Kabupaten Kutai Timur, Kalimantan Timur 75553",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/100.%20Taman%20Buru%20Gunung%20Masigit%20Kareumbi/gallery_photo/Taman-Buru-Masigit-Kareumbi.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/101.%20Taman%20Nasional%20Kutai/gallery_photo/IMG-20211024-WA0050.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/101.%20Taman%20Nasional%20Kutai/gallery_photo/Jembatan_Gantung_di_Sangkima_Jungle_Park_TN_Kutai.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/101.%20Taman%20Nasional%20Kutai/gallery_photo/Mengenal-Kawasan-Konservasi-Taman-Nasional-Kutai-Kaltim.jpg,,,https://www.google.com/maps/search/Taman+Nasional+Kutai
102,Air Terjun Kali Pancur,"Kali Pancur Getasan merupakan kawasan wisata alam Air Terjun Kali Pancur ini berada di Desa Nogosaren, Kecamatan Getasan, Kabupaten Semarang, sekitar 14 km sebelah barat Kota Salatiga. Untuk menuju ke lokasi objek wisata ini tidak ada sarana transportasi umum, jadi harus membawa kendaraan sendiri.",Cagar Alam,Semarang,"Rp5,000",4.1,"JCRC+QC8, Gejayan, Nogosaren, Kec. Getasan, Kabupaten Semarang, Jawa Tengah 50774",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/102.%20Air%20Terjun%20Kali%20Pancur/main/air-terjun-kali-pancur-jawa-tengah.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/102.%20Air%20Terjun%20Kali%20Pancur/gallery_photo/62393932_323041758598881_3243645117614961263_n.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/102.%20Air%20Terjun%20Kali%20Pancur/gallery_photo/Air-Terjun-Kalipancur-2-1-820x1024.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/102.%20Air%20Terjun%20Kali%20Pancur/gallery_photo/air-terjun-kali-pancur.jpg,,,https://www.google.com/maps/search/Air+Terjun+Kali+Pancur
103,Air Terjun Semirang,"Terletak di lereng Gunung Ungaran bagian utara, terdapat sebuah air terjun yang eksotis dengan kolam renang yang berwarna hijau yang dikelilingi popohonan dan kesejukan udara pegunungan. Nama lokasi tersebut adalah Air Terjun Semirang atau disebut juga Curug Semirang. Dan masyarakat Semarang menyebutnya dengan Curug Semarang. Karena keindahannya lokasi wisata ini sering dikunjungi oleh para wisatawan pada saat hari-hari biasa, apalagi saat liburan tiba. Air terjun Semirang atau Curug Semirang berada di kawasan hutan lindung dengan luas 10 hektar di bawah pengelolaan perum perhutani. Adapun air terjun ini memiliki ketinggian sekitar 45 meter. Jarak lokasi parkiran dengan lokasi air terjun sekitar 500 meter. Dan selama perjalanan, para pengunjung akan disuguhkan pemandangan alam yang masih asri dengan kesegaran udara yang sangat sejuk.",Cagar Alam,Semarang,"Rp9,000",4.4,"Loket wisata, Gogik, Kec. Ungaran Bar., Kabupaten Semarang, Jawa Tengah 50551",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/103.%20Air%20Terjun%20Semirang/main/Air-Terjun-Semirang-Ungaran-Di-Semarang.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/103.%20Air%20Terjun%20Semirang/gallery_photo/Air-Terjun-Semirang-Memiliki-Ketinggian-45-Meter.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/103.%20Air%20Terjun%20Semirang/gallery_photo/Air-Terjun-Semirang-Sangat-Instagrammable.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/103.%20Air%20Terjun%20Semirang/gallery_photo/Mitos-Di-Curug-Semirang-Atau-Air-Terjun-Semirang.jpg,,,https://www.google.com/maps/search/Air+Terjun+Semirang
104,Brown Canyon,"Di Indonesia, Brown Canyon adalah sebuah bekas penambangan tanah di Meteseh, Tembalang, Semarang. Lokasi ini menjadi salah satu lokasi (bukan tempat wisata) yang populer di Semarang dan dianggap mirip dengan Grand Canyon di Amerika Serikat. Kemiripan ini terletak pada bukit-bukit yang berubah menjadi tebing-tebing curam.",Cagar Alam,Semarang,Gratis,4.2,"Rowosari, Kec. Tembalang, Kota Semarang, Jawa Tengah",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/104.%20Brown%20Canyon/main/Brown_Canyon_1.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/104.%20Brown%20Canyon/gallery_photo/Brown-Canyon-2.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/104.%20Brown%20Canyon/gallery_photo/Brown-Canyon-Semarang-2.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/104.%20Brown%20Canyon/gallery_photo/Eksotisme-brown-canyon-semarang.jpg,,,https://www.google.com/maps/search/Brown+Canyon
105,Candi Gedong Songo,"Candi Gedong Songo adalah kompleks candi yang terletak di Kabupaten Semarang, Jawa Tengah, Indonesia. Terdiri dari sembilan candi Hindu yang tersebar di atas bukit-bukit yang hijau, tempat ini menawarkan pemandangan alam yang indah dan keindahan arsitektur candi kuno. Pengunjung dapat menikmati perjalanan mendaki yang menantang sambil menikmati udara segar di sepanjang jalan. Di setiap candi, terdapat relief-relief yang menampilkan kisah-kisah Hindu dan panorama alam yang memukau. Candi Gedong Songo adalah tempat yang ideal untuk wisatawan yang mencari pengalaman budaya, sejarah, dan keindahan alam yang menakjubkan.",Budaya,Semarang,"Rp10,000",4.5,"Jalan Ke Candi Gedong Songo, Candi, Krajan, Banyukuning, Bandungan, Kabupaten Semarang, Jawa Tengah 50614",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/105.%20Candi%20Gedong%20Songo/main/candi-gedong-songo.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/105.%20Candi%20Gedong%20Songo/gallery_photo/Candi-Gedongsongo.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/105.%20Candi%20Gedong%20Songo/gallery_photo/gedong-songo-semarang.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/105.%20Candi%20Gedong%20Songo/gallery_photo/harga-tiket-masuk-wisata-candi-gedong-songo-terbaru-2019.jpg,,,https://www.google.com/maps/search/Candi+Gedong+Songo
106,Danau Rawa Pening,"Rawa Pening (pening adalah salah satu varian bahasa Jawa dari kata ""wening"" yang artinya hening, tenang, damai) (bahasa Jawa: ê¦«ê¦®â€‹ê¦¥ê¦¼ê¦¤ê¦¶ê¦, translit. Rawa Pening) adalah danau alam di Kabupaten Semarang, Jawa Tengah. Dengan luas 2.670 hektare ia menempati wilayah Kecamatan Ambarawa, Bawen, Tuntang, dan Banyubiru.Rawa Pening terletak di cekungan terendah lereng Gunung Merbabu, Gunung Telomoyo, dan Gunung Ungaran. Danau ini dangkal dan menjadi hulu bagi Sungai Tuntang.",Cagar Alam,Semarang,"Rp15,000",4.5,"Waduk Rawapening, Kabupaten Semarang, Jawa Tengah",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/106.%20Danau%20Rawa%20Pening/main/5f2e2e59f07ed.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/106.%20Danau%20Rawa%20Pening/gallery_photo/Harga-Tiket-Masuk-Danau-Rawa-Pening.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/106.%20Danau%20Rawa%20Pening/gallery_photo/Menara-eiffel-radesa-wisata-rawa-pening.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/106.%20Danau%20Rawa%20Pening/gallery_photo/pesona-menara-eiffel-di-atas-rawa-pening-semarang-begini-penampakannya-noyI0QYmGA.jpg,,,https://www.google.com/maps/search/Danau+Rawa+Pening
107,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.","Desa Wisata,Taman Hiburan",Semarang,Rp0,3.9,"Jl. Raya Kalipancur Manyaran, Kalipancur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50183",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/107.%20Desa%20Wisata%20Lembah%20Kalipancur/main/Kalipancur.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/107.%20Desa%20Wisata%20Lembah%20Kalipancur/gallery_photo/Danau-Yang-Cukup-Luas.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/107.%20Desa%20Wisata%20Lembah%20Kalipancur/gallery_photo/Japanese-Village.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/107.%20Desa%20Wisata%20Lembah%20Kalipancur/gallery_photo/desa-wisata-lembah-kalipancur.jpg,,,https://www.google.com/maps/search/Desa+Wisata+Lembah+Kalipancur
108,Durian Gardens and Tourism Education Watu Simbar,"Perlu diketahui, watu simbar ini merupakan lokasi wisata yang menawarkan edukasi dari berbagai macam pohon durian. Walaupun terkesan biasa saja, hal tersebut lah yang sebenarnya menjadi keunikan tempat ini. Apabila seseorang datang kemari, orang tersebut akan bisa mempelajari banyak hal tentang pohon durian. Selain bisa mempelejari berbagai macam hal tentang pohon durian tersebut, tentu lah para pengunjung pun bisa membeli durian yang berada disana.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.1,"Jl. Mr. Koesbiono Tjondro Wibowo, Pakintelan, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50227",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/108.%20Durian%20Gardens%20and%20Tourism%20Education%20Watu%20Simbar/main/images.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/108.%20Durian%20Gardens%20and%20Tourism%20Education%20Watu%20Simbar/gallery_photo/20160215_093425.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/108.%20Durian%20Gardens%20and%20Tourism%20Education%20Watu%20Simbar/gallery_photo/6966.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/108.%20Durian%20Gardens%20and%20Tourism%20Education%20Watu%20Simbar/gallery_photo/IMG_20161212_105608.jpg,,,https://www.google.com/maps/search/Durian+Gardens+and+Tourism+Education+Watu+Simbar
109,Goa Rong,"Semarang memiliki wisata di ketinggian bernama Goa Rong. Keberadaan kawasan wisata ini menunjukkan bahwa Semarang tak hanya identik dengan Lawang Sewu atau Kota Lama saja. Meskipun bernama Goa Rong, tempat yang menonjol di sini bukanlah gua nya. Melainkan daerah ketinggian dengan pemandangan yang menakjubkan. Sementara di objek wisata ini, bagian gua-nya hanya lorong yang sempit dan tidak memungkinkan dimasuki oleh manusia. Namun sebaliknya, pemandangan yang tersaji dari atas bukitnya begitu menakjubkan. Wisatawan dapat menghabiskan waktu dengan berfoto, menikmati pemandangan, atau kuliner di cafe. Bahkan, tersedia juga fasilitas outbond.","Budaya,Cagar Alam",Semarang,"Rp5,000",4.4,"Jalan Lerak Lopait, Lopait, Delik, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/109.%20Goa%20Rong/main/63cf970536bd5.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/109.%20Goa%20Rong/gallery_photo/Menyantap-Makanan-dan-Minuman-Hangat-di-Udara-yang-Dingin.-Foto-Gmap-Hanny-Havitdema-1024x768.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/109.%20Goa%20Rong/gallery_photo/Pemandangan-Indah-di-Goa-Rong.-Foto-Gmap-Avocado-MotoVlog.png,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/109.%20Goa%20Rong/gallery_photo/cc5684f6-fa37-47ba-b99c-76853bef4842.jpg,,,https://www.google.com/maps/search/Goa+Rong
110,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,"Rp3,000",4.3,"Jl. Tinjomoyo Barat, Sukorejo, Kec. Gn. Pati, Kota Semarang, Jawa Tengah 50221",https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/110.%20Hutan%20Wisata%20Tinjomoyo%20Semarang/main/sports-track-hutan-wisata-tinjomoyo-678x381.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/110.%20Hutan%20Wisata%20Tinjomoyo%20Semarang/gallery_photo/0cac0c23-fbfc-4190-a695-b2ca272caf25_169.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/110.%20Hutan%20Wisata%20Tinjomoyo%20Semarang/gallery_photo/c84a7863-965f-4ce8-bf15-240e125b0dea_169.jpeg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/110.%20Hutan%20Wisata%20Tinjomoyo%20Semarang/gallery_photo/hutan-wisata-tinjomoyo-dibuka-untuk-jalur-olahraga-qah.jpg,,,https://www.google.com/maps/search/Hutan+Wisata+Tinjomoyo+Semarang
